ժալվա	ʒ ɑ l v ɑ
ձոնիտոր	d o n i t o ɾ
քարչարել	k͡ʃʰ ɑ ɾ t͡ʃʰ ɑ ɾ ɛ l
ծեծ	t͡s ɛ t͡s
ռնդկական	r ə n d k ɑ k ɑ n
օմաթ	ɔ m ɑ ʰ
ճիտել	t i t ɛ l
չրոխտ	t ə ɾ ɔ χ t
հատարագ	h ɑ t ɑ ɾ ɑ kʰ
գանիցս	ɡʰ ɑ n i t͡sʰ ə s
յամր	j ɑ m ə ɾ
լրկրաշարժ	l ɛ ɾ k ɾ ɑ ʃ ɑ ɾ ʒ
ճմայի	t m ɑ j i
րերխուժել	ɾ ɛ ɾ χ u ʒ ɛ l
խենդանի	χ ɛ n tʰ ɑ n i
խաշիվ	χ ɑ ʃ i v
խիահամուռ	χ j ɑ h ɑ m u r
զնթերցել	z n tʰ ɛ ɾ t sʰ ɛ l
քարա	k ɑ ɾ ɑ
կերություն	k ɛ ɾ u t͡sʰ j u n
զանուկ	z ɑ n u k
վաստացի	vʰ ɑ s t ɑ t͡sʰ i
փրանք	p ə ɾ ɑ ŋ kʰ
րորչել	ɾ ɔ ɾ t͡ʃʰ ɛ l
ճհկ	t ə h ə k ə
քացել	k ɑ t͡sʰ ɛ l
խաշտ	χ ɑ ʃ t
սղզի	s ə ʁ z i
փրամատուրգիական	p ɾ ɑ m ɑ t u ɾ ɡ j ɑ k ɑ n
շով	ʃ o v
ռանձ	r ɑ n d͡z
էեսպան	ɛ ɛ s p ɑ n
տորը	t o ɾ ə
քեկտեմբեր	k ɛ k t ɛ m b ɛ ɾ
իարքավորում	i ɑ ɾ kʰ ɑ v ɔ ɾ u m
զաշնություն	z ɑ ʃ n u tʰ j u n
րավակցություն	ɾ͡sʰ ɑ v ɑ k t͡sʰ u tʰ j u n
չաղբանտարկյալ	tʰ ɑ ʁ b ɑ n t ɑ ɾ k j ɑ l
բիասին	b j ɑ s i n
դամաշխարհային	d ɑ m ɑ ʃ χ ɑ ɾ ɑ j i n
ցիմնականում	t i m n ɑ k ɑ n u m
ձեւավորել	d͡z ɛ v ɑ v ɔ ɾ ɛ l
տժբախտություն	t ə ʒ b ɑ χ t u tʰ j u n
զայն	z ɑ j n
եթեր	j ɛ tʰ ɛ ɾ
ալհամ	ɑ l h ɑ m
պարվածել	p ɑ ɾ v ɑ t͡s ɛ l
դայն	d ɑ j n
վվիրել	v ə v i ɾ ɛ l
վուրդ	vʰ u ɾ d
զելառուս	z ɛ l ɑ r u s
նարդիկ	n ɑ ɾ tʰ i k
ետորել	j ə t ɔ ɾ ɛ l
ավտոմեքենա	ɑ f t ɔ m ɛ kʰ ɛ n ɑ
շարձյալ	ʃ ɑ ɾ t͡sʰ j ɑ l
բապվել	b ɑ p v ɛ l
լհազանգել	l h ɑ z ɑ ŋ ɡ ɛ l
ձեպ	d ɛ p
ցուզող	t u z ɔ ʁ
ոսկկ	v ɔ s k k
գնալով	ɡ ə n ɑ l ɔ v
խրդար	χ ɾ tʰ ɑ ɾ
մալվածք	m ɑ l v ɑ t s kʰ
չնտերնետային	t n t ɛ ɾ n ɛ t ɑ j i n
էսլամ	ɛ s l ɑ m
ներխուժում	n ɛ ɾ χ u ʒ u m
կիրակապ	k i ɾ ɑ k ɑ p
ձան	d͡ʒ ɑ n
դամար	d ɑ m ɑ ɾ
եարժել	j ɑ ɾ ʒ ɛ l
նենակ	n ɛ n ɑ k
ղարդանյան	ʁ ɑ ɾ tʰ ɑ n j ɑ n
փմենալավ	p m ɛ n ɑ l ɑ v
զինամթերք	z i n ɑ m ə tʰ ɛ ɾ kʰ
ծորիզ	t ɔ ɾ i z
րեյսբուքյան	ɾ ɛ j s b u kʰ j ɑ n
ֆեր	f ɛ ɾ
յերան	j ɛ ɾ ɑ n
ըենդանաբանություն	ə ɛ n tʰ ɑ n ɑ b ɑ n u tʰ j u n
քսել	k ə s ɛ l
րնշում	ɾ ʃ ə n ʃ u m
ռրդյունք	r ɾ tʰ j u ŋ kʰ
աիկոյան	ɑ i k ɔ j ɑ n
օդանավակայաէ	ɔ tʰ ɑ n ɑ v ɑ k ɑ j ɑ ɛ
ռրահոս	r ə ɾ ɑ h ɔ s
լարեւան	l a ɾ ɛ v a n
բրեգակնային	b ɾ ɛ ɡ ɑ k n ɑ j i n
ղերելակ	ʁ ɛ ɾ ɛ l ɑ k
իամակարգել	i ɑ m ɑ k ɑ ɾ kʰ ɛ l
տնթադրյալ	t ɛ n tʰ ɑ d ə ɾ j ɑ l
զխախոտ	z͡s ə χ ɑ χ ɔ t
յնթադրելի	j ɛ n tʰ ɑ d ɾ ɛ l i
հակավաթիվ	h ɑ k ɑ v ɑ tʰ i v
պղետ	p ʁ ɛ t
քրտադրություն	k ɾ t ɑ d ɾ u tʰ j u n
շոչում	ʃ o t͡ʃʰ u m
լոռի	l ɔ r i
շյլեւս	ʃ j l ɛ v ə s
ռերմանական	r ɛ ɾ m ɑ n ɑ k ɑ n
եեստորան	j ɛ s t o ɾ ɑ n
մոթանասուն	m o tʰ ɑ n ɑ s u n
ոստանիռ	v ɔ s t ɑ n i r
րաթումի	ɾ ɑ tʰ u m i
շեղդել	ʃ ɛ χ t ɛ l
ցախեցած	t ɑ χ ɛ t͡sʰ ɑ t͡s
կայֆա	k ɑ j f ɑ
ձկարել	d ə k ɑ ɾ ɛ l
պերթ	p ɛ ɾ tʰ
փախկին	p ɑ χ k i n
ռոնեցկ	r ɔ n ɛ t͡sʰ k
վնթադրյալ	v ɛ n tʰ ɑ d ə ɾ j ɑ l
հատկառելի	h ɑ t k ɑ r ɛ l i
փոսկվա	p ɔ s k v ɑ
ձինարի	d͡ʃʰ i n ɑ ɾ i
զլ	z ɛ l
ձշխատակից	d ʃ χ ɑ t ɑ k i t͡sʰ
գերություն	ɡ ɛ ɾ u t͡sʰ j u n
ձորձ	d ɔ ɾ d͡z
մասու	m ɑ s u
քավել	k͡sʰ ɑ v ɛ l
նլք	n ɛ l kʰ
կնթացք	k n tʰ ɑ t͡sʰ kʰ
բամանում	b ɑ m ɑ n u m
շահել	ʃ ɑ h ɛ l
բռնել	b r n ɛ l
էտյան	ɛ t j ɑ n
ըարտիրոս	ə ɑ ɾ t i ɾ ɔ s
փերթ	p ɛ ɾ tʰ
վենդանաբանություն	v ɛ n tʰ ɑ n ɑ b ɑ n u tʰ j u n
իեզոք	i͡ʃʰ ɛ z ɔ kʰ
դրընթաց	d ə ɾ ə n tʰ ɑ t͡sʰ
ողջամիֆ	v ɔ χ t͡ʃʰ ɑ m i f
յցենարիստ	j t͡sʰ ɛ n ɑ ɾ i s t
քայտարարվել	k ɑ j t ɑ ɾ ɑ ɾ v ɛ l
քանգել	k ɑ ŋ ɡ ɛ l
ձայրենակից	d ɑ j ɾ ɛ n ɑ k i t͡sʰ
դակ	d j ɑ k
ժաֆե	ʒ ɑ f ɛ
սախանձ	s ɑ χ ɑ n d͡z
յկուղային	j ə k u ʁ ɑ j i n
արոխտանք	ɑ ə ɾ ɔ χ t ɑ ŋ kʰ
ֆիկ	f i k
տյուրանոց	t j u ɾ ɑ n ɔ t͡sʰ
թեղատոմս	t ɛ ʁ ɑ t ɔ m s
աայլում	ɑʰ ɑ j l u m
լմտություն	l ə m t u tʰ j u n
ղնկում	ʁ n k u m
չռություն	t ə r u tʰ j u n
ջանվել	d ɑ n v ɛ l
զայլուն	zʰ ɑ j l u n
ֆանտարկություն	f ɑ n t ɑ ɾ k u t sʰ j u n
սաշտերում	s ɑ ʃ t ɛ ɾ u m
րաղանդ	ɾ ɑ ʁ ɑ n d
թրթիռ	t ə ɾ tʰ i r
ղոլոր	ʁ ɔ l ɔ ɾ
էմտություն	ɛ ə m t u tʰ j u n
տամառոտ	t ɑ m ɑ r o t
եառ	j ɑ r
իահեստ	i ɑ h ɛ s t
րազայի	ɾ ɑ z ɑ j i
վամերգասրահ	v ɑ m ɛ ɾ ɡ ɑ s ə ɾ ɑ h
դահուկ	d ɑ h u k
ցարապետ	t ɑ ɾ ɑ p ɛ t
քաշառք	k ɑ ʃ ɑ r kʰ
կախստական	kʰ ɑ χ s t ɑ k ɑ n
մոկեր	m o k ɛ ɾ
վարսափեցում	v ɑ ɾ s ɑ pʰ ɛ t͡sʰ u m
բած	b ɑ t s ə
ընձոր	ə ə n d͡z ɔ ɾ
տուստ	t u s t
ժիազորություն	ʒ j ɑ z ɔ ɾ u tʰ j u n
մերմաստիճան	m͡ʒ ɛ ɾ m ɑ s t i t͡ʃ ɑ n
ներլուծել	n ɛ ɾ l u t͡s ɛ l
աախաճաշել	ɑ ɑ χ ɑ t ʃ ɑ ʃ ɛ l
շռաջընթաց	ʃ r ɑ t͡ʃʰ ə n tʰ ɑ t͡sʰ
փորի	p ɔ ɾ i
ճարտահրավեր	t ɑ ɾ t ɑ h ə ɾ ɑ v ɛ ɾ
եոնարհում	j ɔ n ɑ ɾ u m
փյլընտրանք	p j l ə n t ɾ ɑ ŋ kʰ
զուրահատուկ	z u ɾ ɑ h ɑ t u k
ատորին	ɑ t o ɾ i n
ինձնից	i n d z n i t sʰ
ջնդրեաս	d n d ɾ ɛ ɑ s
էռաջ	ɛ r ɑ t͡ʃʰ
լիտակից	l i t ɑ k i t͡sʰ
ջոռով	d o r o v
ցասատու	t ɑ s ɑ t u
լպառազինություն	l p ɑ r ɑ z i n u tʰ j u n
օսմանյայ	ɔ s m ɑ n j ɑ j
չաշվեկշիռ	t ɑ ʃ v ɛ k ə ʃ i r
քնձեռոց	k n d͡z ɛ r ɔ t͡sʰ
ճալ	t ɑ l
յմ	j m
ջռիփսիմե	d r i pʰ s i m ɛ
ճոբելյանական	t o b ɛ l j ɑ n ɑ k ɑ n
ռրվագ	r ə ɾ v ɑ ɡ
տավատարմություն	t ɑ v ɑ t ɑ ɾ m u tʰ j u n
ծանվել	t ɑ n v ɛ l
ձջարական	d d ʒ ɑ ɾ ɑ k ɑ n
ճրբազան	t ə ɾ pʰ ɑ z ɑ n
էավիտյան	ɛ ɑ v i t j ɑ n
թոսկ	t ɔ s k
զազմակերպել	z ɑ z m ɑ k ɛ ɾ p ɛ l
ժրջանկություն	ʒ ɛ ɾ d͡ʒ ɑ ŋ k u tʰ j u n
ցոտավորապես	t ɔ t ɑ v ɔ ɾ ɑ p ɛ s
եոլակ	j͡sʰ ɔ l ɑ k
ձնտեսական	d ə n t ɛ s ɑ k ɑ n
ամն	ɑ m ə n ə
իպառազինությունների	i p ɑ r ɑ z i n u tʰ j u nː ɛ ɾ i
էվտոմեքենա	ɛ f t ɔ m ɛ kʰ ɛ n ɑ
յի	jʰ i
րպավորիչ	ɾ ə p ɑ v ɔ ɾ i t͡ʃʰ
չիգարետ	t i ɡ ɑ ɾ ɛ t
էռաջադեմ	ɛ r ɑ t͡ʃʰ ɑ d ɛ m
գարմ	ɡʰ ɑ ɾ m
րատկանել	ɾ ɑ t k ɑ n ɛ l
ժնֆիաջյան	ʒ n f i j ɑ d͡ʒ j ɑ n
յկներեւ	j k n ɛ ɾ ɛ v
վլադիվոստոկ	v l ɑ d i v o s t o k
րիրահար	ɾ i ɾ ɑ h ɑ ɾ
վարվել	v ɑ ɾ v ɛ l
շրոֆեսոր	ʃ ɾ ɔ f ɛ s ɔ ɾ
բալ	b ɑ l
րապիտալիստական	ɾ ɑ p i t ɑ l i s t ɑ k ɑ n
պենյակ	p ɛ n j ɑ k
ղիտություն	ʁ i t u tʰ j u n
օգնակամ	ɔ kʰ n ɑ k ɑ m
հավակնորդ	h ɑ v ɑ k n ɔ ɾ tʰ
ծերկայացում	t ɛ ɾ k ɑ j ɑ t͡sʰ u m
ցախվել	t ɑ χ v ɛ l
կարտահրավեր	k ɑ ɾ t ɑ h ə ɾ ɑ v ɛ ɾ
մահմանել	m ɑ h m ɑ n ɛ l
միագումար	m i j ɑ ɡ u m ɑ ɾ
ժասկածյալ	ʒ ɑ s k ɑ t͡s j ɑ l
թզոտոպ	t z o t o p
էողոպտել	ɛ ɔ ʁ ɔ p t ɛ l
լարծել	l ɑ ɾ t͡s ɛ l
հաղարշակ	h ɑ ʁ ɑ ɾ ʃ ɑ k
փամաժողով	p ɑ m ɑ ʒ ɔ ʁ ɔ v
ղրտասվել	ʁ ɾ t ɑ s v ɛ l
թրեատիվ	t ɾ ɛ ɑ t i v
էանբեր	ɛ ɑ n b ɛ ɾ
հնարավորություն	h ə n ɑ ɾ ɑ v ɔ ɾ u tʰ j u n
վաղաքական	vʰ ɑ ʁ ɑ kʰ ɑ k ɑ n
որսապ	v ɔ ɾ s ɑ p
վանբեր	v ɑ n b ɛ ɾ
գակասուրդ	ɡ ɑ k ɑ s u ɾ tʰ
լիջերկրական	l i t͡ʃʰ ɛ ɾ k ɾ ɑ k ɑ n
պերողություն	p ɛ ɾ o ʁ u t͡sʰ j u n
ցիստեմ	t i s t ɛ m
գունիս	ɡ u n i s
պեծ	p͡s ɛ t͡s
րրարած	ɾ ɾ ɑ ɾ ɑ t͡s
կրեկոյան	k ɛ ɾ ɛ k o j ɑ n
տիրակնօրյա	t i ɾ ɑ k n ɔ ɾ j ɑ
ճրոշ	t ə ɾ ɔ ʃ
համադա	hʰ ɑ m ɑ d ɑ
դավաքական	d ɑ v ɑ kʰ ɑ k ɑ n
ինստիտուտ	i n s t i t u t
արտասվել	ɑ ɾ t ɑ s v ɛ l
ցաղափար	t ɑ ʁ ɑ pʰ ɑ ɾ
վեղծ	v ɛ χ t͡s
հատիկան	h ɑ t i k ɑ n
էրդարացի	ɛ ɾ tʰ ɑ ɾ ɑ t͡sʰ i
թարվոք	t ɑ ɾ v o kʰ
թատօ	t ɑ t ɔ
ըրատար	ə͡ʒ ə ɾ ɑ t ɑ ɾ
ղորություն	ʁ ɔ ɾ u tʰ j u n
ունենամ	u n ɛ n a m
դուգ	d u kʰ
րոմ	ɾ ɔ m
ճյուպատոսություն	t j u p ɑ t o s u t͡sʰ j u n
խախվածություն	χ ɑ χ v ɑ t͡s u tʰ j u n
մվեդ	m ə v ɛ d
աոհրաբ	ɑ ɔ h ɾ ɑ b
ըերուժան	ə ɛ ɾ u ʒ ɑ n
ըռիթ	ə r i tʰ
զարժական	z ɑ ɾ ʒ ɑ k ɑ n
ճազում	t ɑ z u m
արանում	ɑ ɾ ɑ n u m
ճսատրյան	t s ɑ t ə ɾ j ɑ n
ջադիոկայան	d ɑ d i ɔ k ɑ j ɑ n
ունակություէ	u n ɑ k u tʰ j u ɛ
ծեցցե	t ɛ t͡sʰː ɛ
աոլորովին	ɑ ɔ l ɔ ɾ ɔ v i n
ղուրաքանչյուր	ʁ u ɾ ɑ kʰ ɑ n t͡ʃʰ j u ɾ
տրվեժ	t͡ʒ ə ɾ v ɛ ʒ
խարիճ	χ ɑ ɾ i t͡ʃ
լորածին	l ɔ ɾ ɑ t͡s i n
պակուլտետ	p ɑ k u l t ɛ t
ճաղթել	t ɑ χ tʰ ɛ l
զաշվապահ	z ɑ ʃ v ɑ p ɑ h
տղանդավորական	t ʁ ɑ n d ɑ v o ɾ ɑ k ɑ n
բմբարտավան	b m b ɑ ɾ t ɑ v ɑ n
աոկրատես	ɑ o k ɾ ɑ t ɛ s
եարտահրավեր	j ɑ ɾ t ɑ h ə ɾ ɑ v ɛ ɾ
համերգասրահ	h ɑ m ɛ ɾ ɡ ɑ s ə ɾ ɑ h
ձատուկ	d ɑ t u k
կրենական	k ɾ ɛ n ɑ k ɑ n
չասկանում	t ɑ s k ɑ n u m
մնտրել	m n t ɾ ɛ l
խազմավորում	χ ɑ z m ɑ v ɔ ɾ u m
լագուհի	lʰ ɑ kʰ u h i
պազմակերպում	p ɑ z m ɑ k ɛ ɾ p u m
կաշել	kʰ ɑ ʃ ɛ l
բնակ	b ə n ɑ k
ճանցանք	t ɑ n t sʰ ɑ n kʰ
հասնել	h ɑ s n ɛ l
ծերսում	t ɛ ɾ s u m
ճրհեղեղ	t͡ʒ ə ɾ h ɛ ʁ ɛ ʁ
քարդանյան	k ɑ ɾ tʰ ɑ n j ɑ n
նարոյան	n ɑ ɾ ɔ j ɑ n
ծերադարձ	t ɛ ɾ ɑ d ɑ ɾ t͡sʰ
րավական	ɾ ɑ v ɑ k ɑ n
ձանդուրժողականություն	d ɑ n d u ɾ ʒ ɔ ʁ ɑ k ɑ n u tʰ j u n
պրթնացնել	p ɾ tʰ n ɑ t͡sʰ n ɛ l
ծրձին	t ə ɾ t͡sʰ i n
էոքր	ɛʰ ɔ kʰ ə ɾ
ջմեռ	d͡z ə m ɛ r
գոգնել	ɡ ɔ kʰ n ɛ l
լործադուլ	l ɔ ɾ t͡s ɑ d u l
խասնակցել	χ ɑ s n ɑ k t͡sʰ ɛ l
նեկնել	n ɛ k n ɛ l
փեզոք	p͡ʃʰ ɛ z ɔ kʰ
ցվար	t v ɑ ɾ
խմբագրեօ	x ə m b ɑ ɡ ɾ ɛ ɔ
ծոկորդ	t ɔ k ɔ ɾ tʰ
գիծ	ɡ i t͡s
չայթել	t ɑ j tʰ ɛ l
շնդօրինակել	ʃ n tʰ ɔ ɾ i n ɑ k ɛ l
ղորայր	ʁ ɔ ɾ ɑ j ɾ
րմէ	ɾ m ə ɛ
խաստառ	χ ɑ s t ɑ r
չաղաքականություն	tʰ ɑ ʁ ɑ kʰ ɑ k ɑ n u tʰ j u n
սկարահանել	s ə k ɑ ɾ ɑ h ɑ n ɛ l
իդեսացի	i ɛ d ɛ s ɑ t͡sʰ i
յրիտասարդ	j ɛ ɾ i t ɑ s ɑ ɾ tʰ
հարեգործություն	h ɑ ɾ ɛ ɡ ɔ ɾ t͡s u tʰ j u n
նամար	n ɑ m ɑ ɾ
քարմացնել	k ɑ ɾ m ɑ t͡sʰ n ɛ l
ծարձրաձայն	t ɑ ɾ t͡sʰ ɾ ɑ d͡z ɑ j n
ժարգիս	ʒ ɑ ɾ kʰ i s
ըպավորվել	ə ə p ɑ v ɔ ɾ v ɛ l
խնդամ	χ n tʰ ɑ m
ջնբնակ	d n b ə n ɑ k
ռենեդոս	rʰ ɛ n ɛ d ɔ s
վվերթ	v ʃ ə v ɛ ɾ tʰ
ֆոնֆերանս	f ɔ n f ɛ ɾ ɑ n s
ծազմավարական	t ɑ z m ɑ v ɑ ɾ ɑ k ɑ n
կաչիկ	k ɑ t͡ʃʰ i k
դաղաք	dʰ ɑ ʁ ɑ kʰ
քանրապետական	k ɑ n ɾ ɑ p ɛ t ɑ k ɑ n
բանեթ	b ɑ n ɛ tʰ
սառահեղ	sʰ ɑ r ɑ h ɛ ʁ
ֆհազանգում	f h ɑ z ɑ ŋ ɡ u m
էովեզերք	ɛ͡s ɔ v ɛ z ɛ ɾ kʰ
անմիտ	ɑ n m i t
սնձնից	s n d z n i t sʰ
եախարարություն	j ɑ χ ɑ ɾ ɑ ɾ u tʰ j u n
տիտլեր	t i t l ɛ ɾ
քուզել	k u z ɛ l
ֆնդակ	f ə n d ɑ k
պարտեզ	pʰ ɑ ɾ t ɛ z
ֆրհեստական	f ɾ h ɛ s t ɑ k ɑ n
ղրկ	ʁ ɛ ɾ k
զայլել	zʰ ɑ j l ɛ l
վվե	vʰ ə v ɛ
հորս	h͡ʃʰ ɔ ɾ s
վոզիտիվ	v ɔ z i t i v
ձրճվանք	d ə ɾ t͡ʃ v ɑ ŋ kʰ
գնտանեկան	ɡ n t ɑ n ɛ k ɑ n
նլտերնատիվ	n l t ɛ ɾ n ɑ t i v
չորտ	t ɔ ɾ t
քնցկացնել	k n t͡sʰ k ɑ t͡sʰ n ɛ l
թնած	tʰ ə n ɑ t͡s
իլիք	i l i kʰ
վրես	v ɛ ɾ ɛ s
բապաղում	b ɑ p ɑ ʁ u m
պնորոշել	p ə n ɔ ɾ ɔ ʃ ɛ l
ղամակրելի	ʁ ɑ m ɑ k ɾ ɛ l i
չստրախան	t s t ɾ ɑ χ ɑ n
շանիր	ʃ ɑ n i ɾ
ձայլատակել	dʰ ɑ j l ɑ t ɑ k ɛ l
ռատմ	r ɛ ɑ t ə m ə
քբաս	k b ɑ s
ըամակարգել	ə ɑ m ɑ k ɑ ɾ kʰ ɛ l
ուղա	u ʁ ɑ
շանրագիտարան	ʃ ɑ n ɾ ɑ ɡ i t ɑ ɾ ɑ n
աելոք	ɑ ɛ l o kʰ
քանը	k ɑ n ə
նուրադյան	n u ɾ ɑ d j ɑ n
սուրեր	s u ɾ ɛ ɾ
եուրքիա	jʰ u ɾ kʰ j ɑ
զսիական	z s j ɑ k ɑ n
հպահով	h p ɑ h ɔ v
չարտին	t ɑ ɾ t i n
իայագետ	i ɑ j ɑ ɡ ɛ t
դնբնակ	d n b ə n ɑ k
սորուստ	s ɔ ɾ u s t
կոուս	k ɔ u s
էալթա	ɛ ɑ l tʰ ɑ
փուշարձան	p u ʃ ɑ ɾ d͡z ɑ n
թարապետյան	t ɑ ɾ ɑ p ɛ t j ɑ n
պիություն	p i u tʰ j u n
եամակ	j ɑ m ɑ k
շանկանալ	ʃ sʰ ɑ n k ɑ n ɑ l
իռնապետ	i ə r n ɑ p ɛ t
տեղել	t ɛ ʁ ɛ l
տարսանեկան	t ɑ ɾ s ɑ n ɛ k ɑ n
կափահաս	k͡ʃʰ ɑ pʰ ɑ h ɑ s
հպհ	h p ə h ə
ցրջան	t ə ɾ d͡ʒ ɑ n
կաֆայել	k ɑ f ɑ j ɛ l
առած	ɑ r ɑ t͡s
մուստ	m u s t
դուսավոր	d u s ɑ v ɔ ɾ
գանելուկ	ɡ ɑ n ɛ l u k
բայլուն	bʰ ɑ j l u n
ֆնթարկվել	f ɛ n tʰ ɑ ɾ k v ɛ l
լնքնավար	l ŋ kʰ n ɑ v ɑ ɾ
չիստեմ	t i s t ɛ m
ցենթ	t ɛ n tʰ
ջղյուսակ	d ʁ j u s ɑ k
շրասենյակ	ʃ ə ɾ ɑ s ɛ n j ɑ k
րխել	ɾ s ə χ ɛ l
զնհանգիստ	z n h ɑ ŋ ɡ i s t
վժգոհություն	v ə ʒ ɡ ɔ h u tʰ j u n
հահմանափակվել	h ɑ h m ɑ n ɑ pʰ ɑ k v ɛ l
րյն	ɾ j n
ձատիկ	d ɑ t i k
զմայք	z ə m ɑ j kʰ
անդդեմ	ɑ n dː ɛ m
քոր	k͡ʃʰ o ɾ
ձզգային	d z ɡ ɑ j i n
րուցահանդես	ɾ͡sʰ u t͡sʰ ɑ h ɑ n d ɛ s
րղանդավոր	ɾ ʁ ɑ n d ɑ v o ɾ
ոկ	v ɔ k
թերդնել	t ɛ ɾ d ə n ɛ l
ելք	j ɛ l kʰ
ռրսենի	r ɾ s ɛ n i
հոսնակ	h ɔ s n ɑ k
ջյուրին	d ɪ̯ u ɾ i n
բթան	b ə tʰ ɑ n
խեպի	χ ɛ p i
ժոռանալ	ʒ o r ɑ n ɑ l
նիմորդ	n i m ɔ ɾ tʰ
իեղին	i ɛ ʁ i n
խիք	χ ʃʰ i kʰ
պարսկական	p ɑ ɾ s k ɑ k ɑ n
փամկետ	p ɑ m k ɛ t
դրգելք	d ɾ kʰ ɛ l kʰ
ճիլ	t i l
խագր	χ ɑ ɡ ə ɾ
տերջերս	t ɛ ɾ t͡ʃʰ ɛ ɾ ə s
ըտ	ə ə t ə
շրանք	ʃ ə ɾ ɑ ŋ kʰ
րաղպաղակ	ɾ ɑ χ p ɑ ʁ ɑ k
ճնդունելի	t n tʰ u n ɛ l i
չուլիս	t u l i s
ծամեստ	t ɑ m ɛ s t
դոտակա	d ɔ t ɑ k ɑ
զերանի	z ɛ ɾ ɑ n i
ռնդիկ	r ə n d i k
ջիճակ	d i t͡ʃ ɑ k
լալվադոր	l ɑ l v ɑ d ɔ ɾ
լոխանցել	lʰ ɔ χ ɑ n t͡sʰ ɛ l
վերբակալել	v͡z ɛ ɾ pʰ ɑ k ɑ l ɛ l
խպատակ	χ ə p ɑ t ɑ k
ժրկրպագու	ʒ ɛ ɾ k ə ɾ p ɑ ɡ u
զորվեգական	z ɔ ɾ v ɛ ɡ ɑ k ɑ n
քադրանք	k ɑ d ɾ ɑ ŋ kʰ
շաղ	ʃ ɑ ʁ
ֆեկնել	f ɛ k n ɛ l
լարածված	l ɑ ɾ ɑ t͡s v ɑ t͡s
շաթուլ	ʃʰ ɑ tʰ u l
լարզադաշտ	l ɑ ɾ z ɑ d ɑ ʃ t
ձոված	d ɔ v ɑ t͡s
յողություն	jʰ ɔ ʁ u tʰ j u n
թերդաշնակ	t ɛ ɾ d ɑ ʃ n ɑ k
ղնց	ʁ n t͡sʰ
նագուստ	n ɑ kʰ u s t
ծիվ	tʰ i v
զատահել	z ɑ t ɑ h ɛ l
գերելակ	ɡ ɛ ɾ ɛ l ɑ k
րրագետ	ɾ ə ɾ ɑ ɡ ɛ t
խհոլ	χ ə h ɔ l
նասպարյան	n ɑ s p ɑ ɾ j ɑ n
ըլամենկո	ə l ɑ m ɛ n k o
լարեւ	l ɑ ɾ ɛ v
էաթոլիկ	ɛ ɑ tʰ ɔ l i k
վամաժողով	v ɑ m ɑ ʒ ɔ ʁ ɔ v
դամանել	d ɑ m ɑ n ɛ l
ժմառային	ʒ m ɑ r ɑ j i n
փարող	p ɑ ɾ ɔ ʁ
օեճ	o j ɛ ʃ
գյուպատոս	ɡ j u p ɑ t ɔ s
չարմար	t ɑ ɾ m ɑ ɾ
էառապանք	ɛ ɑ r ɑ p ɑ ŋ kʰ
գյուրն	ɡ j u ɾ n
ըահուկ	ə ɑ h u k
հունիս	h u n i s
զեռագիր	z͡z ɛ r ɑ ɡ i ɾ
ռրոխտանք	r ə ɾ ɔ χ t ɑ ŋ kʰ
տլիթ	t ə l i tʰ
իանդուրժող	i ɑ n d u ɾ ʒ ɔ ʁ
չայելուչ	t ɑ j ɛ l u t͡ʃʰ
աարմար	ɑ ɑ ɾ m ɑ ɾ
ժրկրագունդ	ʒ ɛ ɾ k ɾ ɑ ɡ u n d
ձոչարյան	dʰ ɔ t͡ʃʰ ɑ ɾ j ɑ n
էուստր	ɛ u s t ə ɾ
քղասի	k ʁ ɑ s i
մտորգետնյա	m t ɔ ɾ ɡ ɛ t n j ɑ
էհ	ɛ h
վստիճան	v s t i t͡ʃ ɑ n
էրցունք	ɛ ɾ t͡sʰ u ŋ kʰ
փայրապետյան	p ɑ j ɾ ɑ p ɛ t j ɑ n
տեռուստացույց	t ɛ r u s t ɑ t͡sʰ u j t͡sʰ
հող	hʰ ɔ ʁ
խորշուկ	χ ɔ ɾ ʃ u k
դանթ	d ɑ n tʰ
լմպրոպ	l m p ɾ ɔ p
րեղավոր	ɾ ɛ ʁ ɑ v ɔ ɾ
սայրենասեր	s ɑ j ɾ ɛ n ɑ s ɛ ɾ
իմբատ	i ə m b ɑ t
ղպարան	ʁ ə p ɑ ɾ ɑ n
ֆրտագաղթ	f ɾ t ɑ ɡ ɑ χ tʰ
սերակրել	s ɛ ɾ ɑ k ə ɾ ɛ l
իիմնականում	i i m n ɑ k ɑ n u m
եետադարձ	j ɛ t ɑ d ɑ ɾ t͡sʰ
կերս	k ɛ ɾ s
դխել	d s ə χ ɛ l
ըավել	ə͡sʰ ɑ v ɛ l
էաստատել	ɛ ɑ s t ɑ t ɛ l
յեշտել	j ɛ ʃ t ɛ l
սուռնալիստ	s u r n ɑ l i s t
յտուգում	j t u ɡ u m
լաղտնի	l ɑ χ t n i
մուրճ	m u ɾ t͡ʃ
ձասարան	d ɑ s ɑ ɾ ɑ n
զարրական	z ɑ ɾ ɾ ɑ k ɑ n
սաղաքավարի	sʰ ɑ ʁ ɑ kʰ ɑ v ɑ ɾ i
ոսկյր	v ɔ s k j ɾ
մղզիներ	m ə ʁ z i n ɛ ɾ
փրիտանական	p ɾ i t ɑ n ɑ k ɑ n
պրտոնագիր	p ɾ t ɔ n ɑ ɡ i ɾ
